Country;Country_code;Who_region;Wb_income;Year;Month;Agegroup;Deaths;
Bulgaria;BGR;EUR;HIC;2025;5;15_64;;
Bulgaria;BGR;EUR;HIC;2025;3;15_64;;
Bulgaria;BGR;EUR;HIC;2025;2;15_64;;
Bulgaria;BGR;EUR;HIC;2025;3;5_14;;
Bulgaria;BGR;EUR;HIC;2025;1;15_64;;
Austria;AUT;EUR;HIC;2025;3;5_14;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;10;5_14;
Bulgaria;BGR;EUR;HIC;2025;1;5_14;;
Austria;AUT;EUR;HIC;2025;10;65+;;
British Virgin Islands;VGB;AMR;HIC;2025;2;65+;0;
Austria;AUT;EUR;HIC;2025;1;0_4;;
Austria;AUT;EUR;HIC;2025;3;65+;;
Afghanistan;AFG;EMR;LIC;2025;1;15_64;;
British Virgin Islands;VGB;AMR;HIC;2025;3;15_64;0;
Afghanistan;AFG;EMR;LIC;2025;2;15_64;;
Azerbaijan;AZE;EUR;UMC;2025;5;15_64;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;10;0_4;
Afghanistan;AFG;EMR;LIC;2025;3;15_64;;
Belarus;BLR;EUR;UMC;2025;9;65+;;
Algeria;DZA;AFR;UMC;2025;2;15_64;;
Bolivia (Plurinational State of);BOL;AMR;LMC;2025;7;65+;0;
Bonaire;XAA;AMR;;2025;8;65+;;
Bonaire;XAA;AMR;;2025;8;15_64;;
Antigua and Barbuda;ATG;AMR;HIC;2025;6;5_14;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;12;65+;
Bonaire;XAA;AMR;;2025;8;5_14;;
Bonaire;XAA;AMR;;2025;7;15_64;;
Bonaire;XAA;AMR;;2025;7;65+;;
Bonaire;XAA;AMR;;2025;6;0_4;;
Bonaire;XAA;AMR;;2025;7;5_14;;
Botswana;BWA;AFR;UMC;2025;5;0_4;;
Bolivia (Plurinational State of);BOL;AMR;LMC;2025;7;5_14;0;
Botswana;BWA;AFR;UMC;2025;5;5_14;;
Botswana;BWA;AFR;UMC;2025;6;0_4;;
Botswana;BWA;AFR;UMC;2025;6;5_14;;
Austria;AUT;EUR;HIC;2025;11;65+;;
Botswana;BWA;AFR;UMC;2025;7;15_64;;
Austria;AUT;EUR;HIC;2025;2;0_4;;
Antigua and Barbuda;ATG;AMR;HIC;2025;4;0_4;;
Bonaire;XAA;AMR;;2025;3;5_14;;
Bonaire;XAA;AMR;;2025;12;15_64;;
Bonaire;XAA;AMR;;2025;1;15_64;;
Bonaire;XAA;AMR;;2025;6;5_14;;
Algeria;DZA;AFR;UMC;2025;5;15_64;;
Algeria;DZA;AFR;UMC;2025;1;0_4;;
Bonaire;XAA;AMR;;2025;3;0_4;;
Bonaire;XAA;AMR;;2025;5;65+;;
Bonaire;XAA;AMR;;2025;2;5_14;;
Bonaire;XAA;AMR;;2025;5;5_14;;
Bonaire;XAA;AMR;;2025;2;0_4;;
Bonaire;XAA;AMR;;2025;4;15_64;;
Bonaire;XAA;AMR;;2025;1;5_14;;
Bonaire;XAA;AMR;;2025;3;15_64;;
Bonaire;XAA;AMR;;2025;1;0_4;;
Belarus;BLR;EUR;UMC;2025;11;65+;;
Bonaire;XAA;AMR;;2025;12;0_4;;
Bonaire;XAA;AMR;;2025;2;15_64;;
Bonaire;XAA;AMR;;2025;9;65+;;
Bonaire;XAA;AMR;;2025;12;5_14;;
Bonaire;XAA;AMR;;2025;9;5_14;;
Armenia;ARM;EUR;UMC;2025;2;0_4;;
Argentina;ARG;AMR;UMC;2025;4;5_14;;
Belarus;BLR;EUR;UMC;2025;7;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;11;15_64;;
Azerbaijan;AZE;EUR;UMC;2025;2;0_4;;
Brazil;BRA;AMR;UMC;2025;10;15_64;34;
Brazil;BRA;AMR;UMC;2025;8;15_64;42;
Brazil;BRA;AMR;UMC;2025;8;0_4;9;
Brazil;BRA;AMR;UMC;2025;7;0_4;2;
Brazil;BRA;AMR;UMC;2025;6;15_64;15;
Aruba;ABW;AMR;HIC;2025;11;5_14;;
Belarus;BLR;EUR;UMC;2025;1;65+;;
Brazil;BRA;AMR;UMC;2025;12;65+;23;
Brazil;BRA;AMR;UMC;2025;4;5_14;1;
Brazil;BRA;AMR;UMC;2025;12;5_14;0;
Belarus;BLR;EUR;UMC;2025;1;5_14;;
Brazil;BRA;AMR;UMC;2025;2;15_64;41;
Brazil;BRA;AMR;UMC;2025;11;65+;58;
Brazil;BRA;AMR;UMC;2025;2;0_4;5;
Brazil;BRA;AMR;UMC;2025;5;65+;35;
Aruba;ABW;AMR;HIC;2025;10;65+;;
Aruba;ABW;AMR;HIC;2025;10;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;3;0_4;;
Aruba;ABW;AMR;HIC;2025;6;65+;;
Aruba;ABW;AMR;HIC;2025;2;0_4;;
Aruba;ABW;AMR;HIC;2025;7;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;7;15_64;;
Aruba;ABW;AMR;HIC;2025;3;0_4;;
Aruba;ABW;AMR;HIC;2025;8;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;6;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;5;5_14;;
Aruba;ABW;AMR;HIC;2025;4;0_4;;
Aruba;ABW;AMR;HIC;2025;9;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;12;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;4;0_4;;
Aruba;ABW;AMR;HIC;2025;7;15_64;;
Aruba;ABW;AMR;HIC;2025;9;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;11;65+;;
Aruba;ABW;AMR;HIC;2025;8;15_64;;
Aruba;ABW;AMR;HIC;2025;9;15_64;;
Brazil;BRA;AMR;UMC;2025;10;65+;105;
Brazil;BRA;AMR;UMC;2025;12;15_64;7;
Belarus;BLR;EUR;UMC;2025;5;0_4;;
Belarus;BLR;EUR;UMC;2025;2;5_14;;
Brazil;BRA;AMR;UMC;2025;6;5_14;1;
Brazil;BRA;AMR;UMC;2025;5;0_4;2;
Algeria;DZA;AFR;UMC;2025;10;65+;;
Bahamas;BHS;AMR;HIC;2025;10;65+;;
Brazil;BRA;AMR;UMC;2025;8;5_14;1;
Brazil;BRA;AMR;UMC;2025;5;5_14;0;
Brazil;BRA;AMR;UMC;2025;4;65+;50;
Brazil;BRA;AMR;UMC;2025;7;65+;55;
Brazil;BRA;AMR;UMC;2025;4;15_64;18;
Algeria;DZA;AFR;UMC;2025;12;15_64;;
Brazil;BRA;AMR;UMC;2025;3;5_14;1;
Brazil;BRA;AMR;UMC;2025;5;15_64;23;
Algeria;DZA;AFR;UMC;2025;10;5_14;;
Brazil;BRA;AMR;UMC;2025;4;0_4;3;
Brazil;BRA;AMR;UMC;2025;3;15_64;24;
Bangladesh;BGD;SEAR;LMC;2025;4;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;10;65+;;
Belarus;BLR;EUR;UMC;2025;7;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;7;65+;;
Brazil;BRA;AMR;UMC;2025;10;0_4;8;
Belarus;BLR;EUR;UMC;2025;7;65+;;
Brazil;BRA;AMR;UMC;2025;9;65+;118;
Brazil;BRA;AMR;UMC;2025;9;5_14;0;
Brazil;BRA;AMR;UMC;2025;11;5_14;1;
Brazil;BRA;AMR;UMC;2025;8;65+;110;
Belarus;BLR;EUR;UMC;2025;6;0_4;;
Belarus;BLR;EUR;UMC;2025;3;5_14;;
Brazil;BRA;AMR;UMC;2025;12;0_4;0;
Brazil;BRA;AMR;UMC;2025;9;15_64;25;
Brazil;BRA;AMR;UMC;2025;7;5_14;0;
Brazil;BRA;AMR;UMC;2025;11;15_64;18;
Brazil;BRA;AMR;UMC;2025;9;0_4;3;
Belarus;BLR;EUR;UMC;2025;6;15_64;;
Belarus;BLR;EUR;UMC;2025;5;15_64;;
Brazil;BRA;AMR;UMC;2025;7;15_64;30;
Brazil;BRA;AMR;UMC;2025;11;0_4;3;
Algeria;DZA;AFR;UMC;2025;11;5_14;;
Brazil;BRA;AMR;UMC;2025;6;65+;31;
Brazil;BRA;AMR;UMC;2025;6;0_4;0;
Aruba;ABW;AMR;HIC;2025;1;0_4;;
Aruba;ABW;AMR;HIC;2025;5;65+;;
Azerbaijan;AZE;EUR;UMC;2025;8;15_64;;
Andorra;AND;EUR;HIC;2025;3;15_64;;
Andorra;AND;EUR;HIC;2025;3;0_4;;
Andorra;AND;EUR;HIC;2025;4;0_4;;
Andorra;AND;EUR;HIC;2025;5;0_4;;
Andorra;AND;EUR;HIC;2025;5;15_64;;
Andorra;AND;EUR;HIC;2025;6;15_64;;
Andorra;AND;EUR;HIC;2025;5;5_14;;
Andorra;AND;EUR;HIC;2025;7;5_14;;
Andorra;AND;EUR;HIC;2025;7;65+;;
Andorra;AND;EUR;HIC;2025;6;0_4;;
Andorra;AND;EUR;HIC;2025;8;0_4;;
Andorra;AND;EUR;HIC;2025;1;5_14;;
Andorra;AND;EUR;HIC;2025;8;5_14;;
Andorra;AND;EUR;HIC;2025;6;5_14;;
Andorra;AND;EUR;HIC;2025;8;65+;;
Aland Islands;ALA;EUR;;2025;9;65+;;
Aland Islands;ALA;EUR;;2025;9;0_4;;
Andorra;AND;EUR;HIC;2025;2;0_4;;
Andorra;AND;EUR;HIC;2025;1;65+;;
Andorra;AND;EUR;HIC;2025;1;0_4;;
Aruba;ABW;AMR;HIC;2025;4;65+;;
Armenia;ARM;EUR;UMC;2025;9;0_4;;
Brazil;BRA;AMR;UMC;2025;10;5_14;1;
Armenia;ARM;EUR;UMC;2025;12;15_64;;
Armenia;ARM;EUR;UMC;2025;12;5_14;;
Armenia;ARM;EUR;UMC;2025;12;65+;;
Algeria;DZA;AFR;UMC;2025;11;65+;;
Bosnia and Herzegovina;BIH;EUR;UMC;2025;12;15_64;;
Austria;AUT;EUR;HIC;2025;7;15_64;;
Austria;AUT;EUR;HIC;2025;1;5_14;;
Armenia;ARM;EUR;UMC;2025;5;0_4;;
Austria;AUT;EUR;HIC;2025;7;5_14;;
Austria;AUT;EUR;HIC;2025;1;65+;;
Austria;AUT;EUR;HIC;2025;8;15_64;;
Armenia;ARM;EUR;UMC;2025;5;5_14;;
Aruba;ABW;AMR;HIC;2025;12;5_14;;
Aruba;ABW;AMR;HIC;2025;3;65+;;
Aruba;ABW;AMR;HIC;2025;12;65+;;
Andorra;AND;EUR;HIC;2025;1;15_64;;
Bangladesh;BGD;SEAR;LMC;2025;2;65+;;
Andorra;AND;EUR;HIC;2025;9;0_4;;
Aland Islands;ALA;EUR;;2025;7;0_4;;
Aruba;ABW;AMR;HIC;2025;1;5_14;;
Aruba;ABW;AMR;HIC;2025;6;0_4;;
Aruba;ABW;AMR;HIC;2025;6;5_14;;
Aruba;ABW;AMR;HIC;2025;2;15_64;;
Aruba;ABW;AMR;HIC;2025;8;65+;;
Aruba;ABW;AMR;HIC;2025;9;65+;;
Azerbaijan;AZE;EUR;UMC;2025;11;5_14;;
Aruba;ABW;AMR;HIC;2025;2;5_14;;
Aruba;ABW;AMR;HIC;2025;10;0_4;;
Aruba;ABW;AMR;HIC;2025;11;0_4;;
Aruba;ABW;AMR;HIC;2025;3;15_64;;
Aruba;ABW;AMR;HIC;2025;12;15_64;;
Azerbaijan;AZE;EUR;UMC;2025;9;65+;;
Aruba;ABW;AMR;HIC;2025;3;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;8;65+;;
Aruba;ABW;AMR;HIC;2025;4;15_64;;
Aruba;ABW;AMR;HIC;2025;4;5_14;;
Aruba;ABW;AMR;HIC;2025;5;5_14;;
Aland Islands;ALA;EUR;;2025;8;0_4;;
Aruba;ABW;AMR;HIC;2025;5;0_4;;
Armenia;ARM;EUR;UMC;2025;1;5_14;;
Andorra;AND;EUR;HIC;2025;7;15_64;;
Aland Islands;ALA;EUR;;2025;12;65+;;
Aland Islands;ALA;EUR;;2025;4;65+;;
Andorra;AND;EUR;HIC;2025;9;5_14;;
Andorra;AND;EUR;HIC;2025;2;5_14;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;11;5_14;
Aland Islands;ALA;EUR;;2025;11;5_14;;
Aland Islands;ALA;EUR;;2025;4;5_14;;
Andorra;AND;EUR;HIC;2025;9;65+;;
Andorra;AND;EUR;HIC;2025;8;15_64;;
Andorra;AND;EUR;HIC;2025;2;65+;;
Andorra;AND;EUR;HIC;2025;9;15_64;;
Armenia;ARM;EUR;UMC;2025;1;0_4;;
Aland Islands;ALA;EUR;;2025;11;15_64;;
Andorra;AND;EUR;HIC;2025;3;5_14;;
Armenia;ARM;EUR;UMC;2025;6;0_4;;
Andorra;AND;EUR;HIC;2025;10;65+;;
Aruba;ABW;AMR;HIC;2025;1;15_64;;
British Virgin Islands;VGB;AMR;HIC;2025;6;65+;0;
Bangladesh;BGD;SEAR;LMC;2025;3;65+;;
Bangladesh;BGD;SEAR;LMC;2025;3;5_14;;
Barbados;BRB;AMR;HIC;2025;11;65+;;
Barbados;BRB;AMR;HIC;2025;9;65+;;
Argentina;ARG;AMR;UMC;2025;5;65+;4;
Barbados;BRB;AMR;HIC;2025;10;65+;;
Barbados;BRB;AMR;HIC;2025;3;0_4;;
Barbados;BRB;AMR;HIC;2025;9;5_14;;
Argentina;ARG;AMR;UMC;2025;5;5_14;;
Barbados;BRB;AMR;HIC;2025;3;5_14;;
Barbados;BRB;AMR;HIC;2025;8;65+;;
Barbados;BRB;AMR;HIC;2025;2;65+;;
Argentina;ARG;AMR;UMC;2025;8;15_64;;
Barbados;BRB;AMR;HIC;2025;8;5_14;;
Barbados;BRB;AMR;HIC;2025;7;65+;;
Barbados;BRB;AMR;HIC;2025;8;15_64;;
Andorra;AND;EUR;HIC;2025;3;65+;;
Barbados;BRB;AMR;HIC;2025;2;5_14;;
Barbados;BRB;AMR;HIC;2025;9;15_64;;
Argentina;ARG;AMR;UMC;2025;7;15_64;2;
Barbados;BRB;AMR;HIC;2025;12;0_4;;
Argentina;ARG;AMR;UMC;2025;5;0_4;;
Algeria;DZA;AFR;UMC;2025;10;15_64;;
Algeria;DZA;AFR;UMC;2025;11;15_64;;
Algeria;DZA;AFR;UMC;2025;9;0_4;;
Algeria;DZA;AFR;UMC;2025;9;5_14;;
Barbados;BRB;AMR;HIC;2025;4;65+;;
Algeria;DZA;AFR;UMC;2025;8;0_4;;
Barbados;BRB;AMR;HIC;2025;11;5_14;;
Algeria;DZA;AFR;UMC;2025;8;65+;;
Algeria;DZA;AFR;UMC;2025;7;0_4;;
Bangladesh;BGD;SEAR;LMC;2025;1;5_14;;
Barbados;BRB;AMR;HIC;2025;4;5_14;;
Argentina;ARG;AMR;UMC;2025;3;15_64;2;
Barbados;BRB;AMR;HIC;2025;10;5_14;;
Barbados;BRB;AMR;HIC;2025;3;65+;;
Argentina;ARG;AMR;UMC;2025;7;0_4;;
Argentina;ARG;AMR;UMC;2025;5;15_64;2;
Barbados;BRB;AMR;HIC;2025;10;0_4;;
Barbados;BRB;AMR;HIC;2025;7;5_14;;
Barbados;BRB;AMR;HIC;2025;6;15_64;;
Argentina;ARG;AMR;UMC;2025;7;5_14;;
Barbados;BRB;AMR;HIC;2025;7;15_64;;
Barbados;BRB;AMR;HIC;2025;2;0_4;;
Argentina;ARG;AMR;UMC;2025;9;15_64;2;
Barbados;BRB;AMR;HIC;2025;12;5_14;;
Argentina;ARG;AMR;UMC;2025;12;0_4;;
Argentina;ARG;AMR;UMC;2025;9;5_14;;
Argentina;ARG;AMR;UMC;2025;1;5_14;;
Barbados;BRB;AMR;HIC;2025;11;15_64;;
Argentina;ARG;AMR;UMC;2025;12;65+;2;
Albania;ALB;EUR;UMC;2025;5;65+;;
Argentina;ARG;AMR;UMC;2025;1;65+;1;
Argentina;ARG;AMR;UMC;2025;9;65+;11;
Andorra;AND;EUR;HIC;2025;11;5_14;;
Argentina;ARG;AMR;UMC;2025;2;5_14;;
Argentina;ARG;AMR;UMC;2025;3;5_14;;
Albania;ALB;EUR;UMC;2025;1;0_4;;
Argentina;ARG;AMR;UMC;2025;3;65+;;
Belarus;BLR;EUR;UMC;2025;8;65+;;
Barbados;BRB;AMR;HIC;2025;12;65+;;
Algeria;DZA;AFR;UMC;2025;12;0_4;;
Argentina;ARG;AMR;UMC;2025;11;15_64;3;
Argentina;ARG;AMR;UMC;2025;12;15_64;2;
Argentina;ARG;AMR;UMC;2025;6;0_4;;
Argentina;ARG;AMR;UMC;2025;8;65+;2;
Argentina;ARG;AMR;UMC;2025;8;0_4;;
Argentina;ARG;AMR;UMC;2025;6;5_14;;
Argentina;ARG;AMR;UMC;2025;10;15_64;5;
Albania;ALB;EUR;UMC;2025;5;0_4;;
Argentina;ARG;AMR;UMC;2025;8;5_14;;
Argentina;ARG;AMR;UMC;2025;11;65+;4;
Barbados;BRB;AMR;HIC;2025;1;65+;;
Barbados;BRB;AMR;HIC;2025;3;15_64;;
Argentina;ARG;AMR;UMC;2025;10;5_14;1;
Barbados;BRB;AMR;HIC;2025;5;5_14;;
Barbados;BRB;AMR;HIC;2025;1;15_64;;
Barbados;BRB;AMR;HIC;2025;1;5_14;;
Barbados;BRB;AMR;HIC;2025;5;15_64;;
Argentina;ARG;AMR;UMC;2025;9;0_4;;
Barbados;BRB;AMR;HIC;2025;1;0_4;;
Barbados;BRB;AMR;HIC;2025;4;0_4;;
Algeria;DZA;AFR;UMC;2025;12;5_14;;
Algeria;DZA;AFR;UMC;2025;12;65+;;
Algeria;DZA;AFR;UMC;2025;1;5_14;;
Aland Islands;ALA;EUR;;2025;4;0_4;;
Aland Islands;ALA;EUR;;2025;9;5_14;;
Aland Islands;ALA;EUR;;2025;9;15_64;;
Azerbaijan;AZE;EUR;UMC;2025;9;5_14;;
Aland Islands;ALA;EUR;;2025;3;0_4;;
Aland Islands;ALA;EUR;;2025;8;5_14;;
Aland Islands;ALA;EUR;;2025;8;15_64;;
Azerbaijan;AZE;EUR;UMC;2025;9;0_4;;
Aland Islands;ALA;EUR;;2025;2;0_4;;
Aland Islands;ALA;EUR;;2025;12;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;8;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;8;0_4;;
Aland Islands;ALA;EUR;;2025;7;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;7;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;12;65+;;
Azerbaijan;AZE;EUR;UMC;2025;7;0_4;;
Aland Islands;ALA;EUR;;2025;1;0_4;;
Aland Islands;ALA;EUR;;2025;10;65+;;
Azerbaijan;AZE;EUR;UMC;2025;6;65+;;
Azerbaijan;AZE;EUR;UMC;2025;9;15_64;;
Aland Islands;ALA;EUR;;2025;11;65+;;
Aland Islands;ALA;EUR;;2025;3;65+;;
Bangladesh;BGD;SEAR;LMC;2025;2;5_14;;
Aland Islands;ALA;EUR;;2025;10;5_14;;
Aland Islands;ALA;EUR;;2025;3;5_14;;
Aland Islands;ALA;EUR;;2025;10;0_4;;
Aland Islands;ALA;EUR;;2025;2;65+;;
Azerbaijan;AZE;EUR;UMC;2025;1;0_4;;
Aland Islands;ALA;EUR;;2025;8;65+;;
Azerbaijan;AZE;EUR;UMC;2025;10;5_14;;
Aland Islands;ALA;EUR;;2025;2;5_14;;
Aland Islands;ALA;EUR;;2025;7;65+;;
Aland Islands;ALA;EUR;;2025;1;65+;;
Aland Islands;ALA;EUR;;2025;6;15_64;;
Aland Islands;ALA;EUR;;2025;1;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;10;15_64;;
Aland Islands;ALA;EUR;;2025;12;0_4;;
Aland Islands;ALA;EUR;;2025;5;15_64;;
Bangladesh;BGD;SEAR;LMC;2025;1;65+;;
Bermuda;BMU;AMR;HIC;2025;11;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;12;5_14;;
Aland Islands;ALA;EUR;;2025;11;0_4;;
Algeria;DZA;AFR;UMC;2025;5;0_4;;
Algeria;DZA;AFR;UMC;2025;7;15_64;;
Algeria;DZA;AFR;UMC;2025;4;65+;;
Barbados;BRB;AMR;HIC;2025;7;0_4;;
Algeria;DZA;AFR;UMC;2025;6;5_14;;
Algeria;DZA;AFR;UMC;2025;4;5_14;;
Algeria;DZA;AFR;UMC;2025;5;5_14;;
Algeria;DZA;AFR;UMC;2025;3;65+;;
Algeria;DZA;AFR;UMC;2025;4;0_4;;
Algeria;DZA;AFR;UMC;2025;3;5_14;;
Algeria;DZA;AFR;UMC;2025;3;15_64;;
Algeria;DZA;AFR;UMC;2025;2;65+;;
Algeria;DZA;AFR;UMC;2025;3;0_4;;
Algeria;DZA;AFR;UMC;2025;2;5_14;;
Algeria;DZA;AFR;UMC;2025;2;0_4;;
Algeria;DZA;AFR;UMC;2025;1;65+;;
Algeria;DZA;AFR;UMC;2025;1;15_64;;
Barbados;BRB;AMR;HIC;2025;8;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;4;65+;;
Algeria;DZA;AFR;UMC;2025;8;15_64;;
Barbados;BRB;AMR;HIC;2025;9;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;6;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;11;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;4;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;5;65+;;
Azerbaijan;AZE;EUR;UMC;2025;10;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;4;15_64;;
Aland Islands;ALA;EUR;;2025;7;15_64;;
Azerbaijan;AZE;EUR;UMC;2025;6;15_64;;
Algeria;DZA;AFR;UMC;2025;11;0_4;;
Argentina;ARG;AMR;UMC;2025;6;65+;11;
Algeria;DZA;AFR;UMC;2025;10;0_4;;
Aland Islands;ALA;EUR;;2025;10;15_64;;
Aland Islands;ALA;EUR;;2025;1;15_64;;
Algeria;DZA;AFR;UMC;2025;9;65+;;
Algeria;DZA;AFR;UMC;2025;9;15_64;;
Argentina;ARG;AMR;UMC;2025;4;15_64;2;
Aland Islands;ALA;EUR;;2025;6;65+;;
Algeria;DZA;AFR;UMC;2025;6;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;1;65+;;
British Virgin Islands;VGB;AMR;HIC;2025;4;15_64;0;
British Virgin Islands;VGB;AMR;HIC;2025;11;65+;0;
Angola;AGO;AFR;LMC;2025;6;15_64;;
Australia;AUS;WPR;HIC;2025;8;65+;;
Australia;AUS;WPR;HIC;2025;6;5_14;;
Australia;AUS;WPR;HIC;2025;7;65+;;
Angola;AGO;AFR;LMC;2025;12;0_4;;
Belgium;BEL;EUR;HIC;2025;10;5_14;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;7;65+;
Bouvet Island;BVT;AMR;;2025;11;65+;;
Bonaire;XAA;AMR;;2025;5;0_4;;
Belgium;BEL;EUR;HIC;2025;9;15_64;;
Belgium;BEL;EUR;HIC;2025;9;0_4;;
Bhutan;BTN;SEAR;LMC;2025;10;0_4;;
Brunei Darussalam;BRN;WPR;HIC;2025;10;65+;0;
Belgium;BEL;EUR;HIC;2025;12;15_64;;
Bonaire;XAA;AMR;;2025;7;0_4;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;4;65+;
Australia;AUS;WPR;HIC;2025;6;15_64;;
Belgium;BEL;EUR;HIC;2025;10;65+;;
Australia;AUS;WPR;HIC;2025;6;65+;;
Australia;AUS;WPR;HIC;2025;10;0_4;;
Benin;BEN;AFR;LMC;2025;6;5_14;;
Benin;BEN;AFR;LMC;2025;12;0_4;;
Andorra;AND;EUR;HIC;2025;12;65+;;
Albania;ALB;EUR;UMC;2025;12;65+;;
Benin;BEN;AFR;LMC;2025;6;65+;;
Benin;BEN;AFR;LMC;2025;12;15_64;;
Benin;BEN;AFR;LMC;2025;10;15_64;;
Bahrain;BHR;EMR;HIC;2025;2;15_64;;
Andorra;AND;EUR;HIC;2025;12;5_14;;
Angola;AGO;AFR;LMC;2025;5;0_4;;
Angola;AGO;AFR;LMC;2025;4;65+;;
Angola;AGO;AFR;LMC;2025;5;15_64;;
Angola;AGO;AFR;LMC;2025;7;0_4;;
Angola;AGO;AFR;LMC;2025;5;5_14;;
Angola;AGO;AFR;LMC;2025;7;15_64;;
Angola;AGO;AFR;LMC;2025;6;0_4;;
Angola;AGO;AFR;LMC;2025;8;15_64;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;7;5_14;
Belgium;BEL;EUR;HIC;2025;8;15_64;;
Belgium;BEL;EUR;HIC;2025;11;0_4;;
Belgium;BEL;EUR;HIC;2025;7;15_64;;
Belgium;BEL;EUR;HIC;2025;2;0_4;;
Bahrain;BHR;EMR;HIC;2025;8;15_64;;
Armenia;ARM;EUR;UMC;2025;3;15_64;;
Belgium;BEL;EUR;HIC;2025;6;15_64;;
Armenia;ARM;EUR;UMC;2025;3;65+;;
Belgium;BEL;EUR;HIC;2025;1;0_4;;
Belgium;BEL;EUR;HIC;2025;5;5_14;;
Armenia;ARM;EUR;UMC;2025;4;15_64;;
Armenia;ARM;EUR;UMC;2025;4;5_14;;
Benin;BEN;AFR;LMC;2025;12;5_14;;
Bahrain;BHR;EMR;HIC;2025;1;15_64;;
Armenia;ARM;EUR;UMC;2025;4;65+;;
Armenia;ARM;EUR;UMC;2025;10;0_4;;
Bahrain;BHR;EMR;HIC;2025;7;5_14;;
Armenia;ARM;EUR;UMC;2025;10;5_14;;
Belgium;BEL;EUR;HIC;2025;3;65+;;
Armenia;ARM;EUR;UMC;2025;10;65+;;
Belgium;BEL;EUR;HIC;2025;6;5_14;;
Benin;BEN;AFR;LMC;2025;9;65+;;
Belgium;BEL;EUR;HIC;2025;2;65+;;
Belgium;BEL;EUR;HIC;2025;3;0_4;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;2;65+;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;7;0_4;
Australia;AUS;WPR;HIC;2025;6;0_4;;
Belgium;BEL;EUR;HIC;2025;10;0_4;;
Bonaire;XAA;AMR;;2025;4;65+;;
Belgium;BEL;EUR;HIC;2025;4;65+;;
Australia;AUS;WPR;HIC;2025;5;65+;;
Belgium;BEL;EUR;HIC;2025;9;65+;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;6;15_64;
Australia;AUS;WPR;HIC;2025;5;0_4;;
Australia;AUS;WPR;HIC;2025;5;5_14;;
Bonaire;XAA;AMR;;2025;6;15_64;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;3;65+;
Belgium;BEL;EUR;HIC;2025;4;0_4;;
Australia;AUS;WPR;HIC;2025;5;15_64;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;1;65+;
Belgium;BEL;EUR;HIC;2025;8;65+;;
Belgium;BEL;EUR;HIC;2025;7;65+;;
Anguilla;AIA;AMR;;2025;11;65+;;
Benin;BEN;AFR;LMC;2025;5;65+;;
Anguilla;AIA;AMR;;2025;11;5_14;;
Benin;BEN;AFR;LMC;2025;7;5_14;;
Benin;BEN;AFR;LMC;2025;1;5_14;;
Angola;AGO;AFR;LMC;2025;1;65+;;
Benin;BEN;AFR;LMC;2025;1;0_4;;
Benin;BEN;AFR;LMC;2025;7;65+;;
Armenia;ARM;EUR;UMC;2025;1;15_64;;
Benin;BEN;AFR;LMC;2025;8;0_4;;
Benin;BEN;AFR;LMC;2025;1;65+;;
Benin;BEN;AFR;LMC;2025;2;0_4;;
Benin;BEN;AFR;LMC;2025;8;65+;;
Armenia;ARM;EUR;UMC;2025;1;65+;;
Benin;BEN;AFR;LMC;2025;8;15_64;;
Armenia;ARM;EUR;UMC;2025;2;15_64;;
Benin;BEN;AFR;LMC;2025;2;5_14;;
Anguilla;AIA;AMR;;2025;6;0_4;;
Armenia;ARM;EUR;UMC;2025;11;5_14;;
